	DCZTrt_A_1	DCZTrt_A_2	DCZTrt_A_3	DCZctrl_A_1	DCZctrl_A_2	DCZctrl_A_3	DCZctrl_A_4	DCZTrt_N_1	DCZTrt_N_2	DCZTrt_N_3	DCZctrl_N_1	DCZctrl_N_2	DCZctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000069729	237.999	304	364	434	457	302	127	465.351	140	246	396.118	399	450	333.001	251	371.089	222.999	381	371.001
ENSMUSG00000069733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069743	4	0	6	5	4	2.997	4	7	2	7	12	9	10	0	1	5	3	8	7
ENSMUSG00000069744	28	27	55	28	38	38	16	49	22	31	53	35	74.755	21	49	34	15	40	34
ENSMUSG00000069755	70.693	61.292	36.787	66.025	94.459	61.301	30.095	86.921	42.782	69.745	72.368	77.754	26.108	79.662	52.569	78.983	48.577	5.201	47.179
ENSMUSG00000069763	59	0	5	48	58	0	0	0	0	1	0	0	5	98	0	2	0	1	0
ENSMUSG00000069769	1085.864	347.999	499.375	1379.225	1177	360	173	438	185	434	370	352	310	1197.003	177	494	220	254.999	385
ENSMUSG00000069785	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000069792	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000069793	77.134	0	21.834	28	19	8.398	5	10	2	13	1	2	11	12	1	4	0	9	26
ENSMUSG00000069796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069804	231	293	287.834	414	435.735	295	149	236	198	219	202	211	150	354.666	171	300	116.376	140	195
ENSMUSG00000069805	0	0	1	0	1	0	0	3	0	0	0	1	3	0	0	0	0	7	3
ENSMUSG00000069806	144	121	92	123	125	84	26	73	81	67	69	65	62	84	58	68	30	46	87
ENSMUSG00000069808	75.644	162	221.74	201.416	190.652	178.096	98.028	292.706	59	182.88	188.125	243.947	157.088	120.848	111.936	198.225	114.975	114.954	118.267
ENSMUSG00000069814	54	27	75	55	82.123	79	28	119	53	61	78	88	134	60	52	70	58	119	78
ENSMUSG00000069816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069818	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000069823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069825	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000069830	8	0	1	10	13	0	0	1	0	0	0	0	1	1	1	0	0	0	0
ENSMUSG00000069833	1094	194	208	709	662.583	167	151	141	51	98	53	65	82	1300	116	154	57	61	34
ENSMUSG00000069835	37	0	17	87	62	45	4	32	3	20	49	29	9	45	42	41	19	0	13
ENSMUSG00000069844	23	6	14	25	10	22	9	34	15	22.999	33	22	22	25	4	25	6	33	20
ENSMUSG00000069855	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000069862	0	0	0	0	0	0	0	0	0	17.413	0	0	0	0	0	0	2.768	0	0
ENSMUSG00000069867	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000069873	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069874	261.901	10.613	21	29	23	10	5	5	13	12	0	2	7	60	17	7	1	16.389	21
ENSMUSG00000069892	516.917	119.896	106.156	202.501	252.519	48.389	38.26	15	7.486	44.379	1	2	24.336	116.974	28.099	46.795	3	10.453	17.238
ENSMUSG00000069893	356.476	30.104	51.303	84.499	74.445	11.61	9.578	0	15.513	16.622	0	0	4.435	72.026	5.9	15.205	0	0.547	3.439
ENSMUSG00000069895	171	107	124	158	147	120	35	101	73	95	90	120	153	156	72.038	98	84	131	115
ENSMUSG00000069899	0	0	0	0	0	0	0	1.173	0	0	2.108	1.572	0	0	0	0	0	0	0
ENSMUSG00000069910	4	3	7	11	4	10	0	3	0	1	0	0	17	2	0	1	0	5	5
ENSMUSG00000069911	181	10	17	99	88	29	28	0	2	14	3	0	2	82	44	16	1	0	3
ENSMUSG00000069913	1.043	1.101	7.633	10.949	8.501	14.314	7.001	7.472	2.123	10.598	12.862	6.69	1.017	6.504	4.199	8.54	0	1.048	5.515
ENSMUSG00000069917	9.276	8	6.253	27.277	62.169	0	4	2	0	6.021	4.013	4.227	2	26.966	0	2	0	0	1
ENSMUSG00000069919	10.724	0	6.747	12.723	19.831	0	0	0	0	0.979	0.987	3.773	0	10.035	0	0	1	0	0
ENSMUSG00000069920	33.775	15.614	29.507	39.676	42.988	16.615	4.219	33.074	26.356	18.215	38.004	42.605	54.32	33.078	62	38.994	16.52	28.942	34.374
ENSMUSG00000069922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069925	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069939	0	0	0	7.2	0	0	0	2.649	0	0	0	5.516	0	0	0	0	0	0	0
ENSMUSG00000069962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069971	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000069972	11.541	0	0	0	0	0	0	12.97	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069998	0	0	4	1	11	0	0	0	0	0	1	2	0	1	0	2	0	2	0
ENSMUSG00000070000	22.012	217	101.999	41.001	35	110	37	129.369	63	102	106.001	109	68.001	27	51.999	107.999	74	21	79
ENSMUSG00000070002	38	102	70	66	100	63	42	74	88	65	62	68	78	92	41	59	37	80	90
ENSMUSG00000070003	14	34	41	91	46	45	17	54.509	22.001	41	33	25.999	27.001	24	21	38	26	10	30.001
ENSMUSG00000070023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070025	0	3.673	0	1.335	3.39	1.242	0	1.462	2.84	0	4.583	3.079	0	0	0	6.02	2.678	0	1.147
ENSMUSG00000070031	32.594	13.234	6.077	20.677	33.095	5.186	7.121	0	2.185	1.792	0	0	6.308	20.144	0	0	0	3.011	1.032
ENSMUSG00000070034	148.829	6.998	32.156	62.803	59.843	20.996	10	0	1	12.643	0	0	0	29.018	17	12	2	1	3
ENSMUSG00000070044	45	19	44	65	61	30	11	70	3	45	39	57	15	65	12	63	33	6	20
ENSMUSG00000070047	824.729	327.532	610.675	899.699	1230.653	285.902	142	507.916	513.925	496.441	341.877	372.694	1014.722	1258.364	324.81	482.607	230.912	905.44	690.874
ENSMUSG00000070056	48	68	115.774	116	130	61	28	129	106.934	91	68	86	236.791	77	47	100	50	297	143.755
ENSMUSG00000070063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070072	0	0	0	0	0.601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070084	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070109	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000070110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070111	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000070126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070166	1	1	2	0	0	0	0	0	2	1	1	1	1	0	2	0	0	0	0
ENSMUSG00000070167	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000070170	0	0	1	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0
ENSMUSG00000070173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070214	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000070225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070271	0	0	28	1	4	2	4	16.342	0	7.001	8	5	0	0	4	8	5.001	4	4
ENSMUSG00000070280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000070282	0	0	0	0	0	0	0	17.762	0	0	0	0	0	0	7.296	0	0	0	0
ENSMUSG00000070283	7	9	19	44	44	8	0	11	20	22	27	16	20	33.251	18	10	7	14	6
ENSMUSG00000070284	8.506	2.346	27.767	44.506	14.895	15.994	3.802	24.075	9.371	22.119	17.104	29.666	65.878	26.684	20.015	15.193	9.875	65.383	15.256
ENSMUSG00000070287	35	8	22	24	36	19	4	54	4	18	38.297	19	8	22	3	16	15	4	17
ENSMUSG00000070291	19	0	17	10	6	0	0	1	0	2	2	3	0	13	2	1	1	0	0
ENSMUSG00000070298	0	0	0	0	3	0	1	1	9	2	0	0	1	1	1	0	0	7	1
ENSMUSG00000070304	46	100.502	260.609	153.401	210	118	21	290.198	68	148	175	198	88.109	101	101	146	150.128	42	86
ENSMUSG00000070305	8	19	48	18	14	8	7	41	16	30	18	23	14	11	8	29.999	11	6.025	21
ENSMUSG00000070306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000070313	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000070315	45.863	18	27.001	155.001	152	25	9	19	6	23.715	28.678	23.702	11.999	116.813	21	33	5.495	5	14
ENSMUSG00000070319	41	27	61	89	69	27	31	94	17	42	65.001	78	67	79.999	16	63	34	44	60
ENSMUSG00000070323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070324	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070327	1897.447	185	266.588	471.286	433.937	351	159.595	306.754	661.548	753.248	78.27	76	1343.834	432.294	235.8	262.778	45	1548.713	1515.854
ENSMUSG00000070330	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070331	0	0	0	4	0	2	0	1	1	1	0	1	11	0	0	0	0	20	2
ENSMUSG00000070332	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000070334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070336	3	0	11	2	0	1	2	10	8	19	9	7	47	7	5	4	5	30	33
ENSMUSG00000070337	11	18	1	5	11	5	1	1	9	4	2	4	4	5	1	4	1	14	2
ENSMUSG00000070342	0	165	249.142	15	9	199	54	214	96	207	142	146	48	6	253	262.121	130	28	112
ENSMUSG00000070343	28.508	18.042	18.391	24.68	75.244	14.936	12.425	24.052	14.446	0	19.9	16.787	7.395	34.069	0	9.731	17.156	17.892	15.159
ENSMUSG00000070345	9	4	28	18	25	17	3	24	6	17	30	22	21	14	13	27	10	30	16
ENSMUSG00000070348	196.45	45.33	97.212	196.909	256.56	83.931	7.925	70.758	40.401	53.205	66.573	65.826	30.788	311.153	59.31	73.476	51.778	26.131	28.998
ENSMUSG00000070354	91.249	62.247	105.96	193.274	195.534	84.694	101	113.444	55.215	104.726	109.344	78.048	52.579	141.277	73.091	108.755	33.397	51.719	84.278
ENSMUSG00000070360	0	0	1.739	2.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070366	30	4	11	12	42	3	0	1	0	5	3	3	0	56	0	2	0	1	3
ENSMUSG00000070368	1	0	12	5	6	0	1	9	1	0	6	4	0	0	0	2	1	0	3
ENSMUSG00000070369	5	0	0	2	6	0	1	4	1	1	1	1	0	1	0	0	0	1	1
ENSMUSG00000070371	0	0	4	8	12	2	0	8	2	7	14	6	0	5	9	4	9	1	5
ENSMUSG00000070372	251.809	92	355.298	242.793	322	262.5	68	368.388	103	240	310	274	496.933	290.629	190	213.643	166	410.414	283
ENSMUSG00000070374	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0
ENSMUSG00000070375	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000070377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000070378	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070385	0	0	0	1	0	0	0	0	4	0	1	0	13	6	0	0	0	14	0
ENSMUSG00000070388	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	4	1
ENSMUSG00000070390	74	39	44	100	124	27	15	0	5	10	0	0	1	52	29	13	0	1	2
ENSMUSG00000070392	8.669	0	0	7.739	25.106	6.132	0	11.709	27.163	2.551	0	8.178	30.029	6.118	0	0	0	31.354	0
ENSMUSG00000070394	9	13	28	11	21	11	5	18	14	19.101	19.999	17	10	19	17	19.999	18.001	2	9
ENSMUSG00000070407	12	0	1.396	0	11	7	0	0	0	2	4	1	3	5	0	13	5	0	3
ENSMUSG00000070417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070419	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	1	3
ENSMUSG00000070420	24	2	24	12	81	7	2	18	19	21	15	13	51	24	7	11	10	82	39
ENSMUSG00000070421	0	0	5	0	0	0	0	3	4	0	3	0	0	0	0	1	0	0	1
ENSMUSG00000070423	0	0	1	0	0	1	2	2	1	3	2	2	1	0	0	0	1	1	0
ENSMUSG00000070424	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000070425	5.182	0	13.507	8.591	0	10.369	4.51	15.94	2.08	6.502	8.764	12.856	16.599	24.937	1.189	2.248	1.137	14.218	3.193
ENSMUSG00000070426	60	107	122	100	102	128.001	37	86	54	96.999	97	98	75.999	83.999	38	103.146	61	47	65
ENSMUSG00000070427	207	178	222	159	222	239	56	195	149	155	158	157	142	139.192	106.997	169	75	85	126
ENSMUSG00000070436	26	0	0	13	5	1	4	0	0	0	0	0	1	23	4	0	0	2	0
ENSMUSG00000070438	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000070443	0	0	0	1.052	0	0	0	1.041	0	1.051	1.053	0	0	1.053	0	0	0	1.019	0
ENSMUSG00000070448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070458	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000070459	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070460	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000070461	41	54	40	25	36	60	14	69	49	40	49	39	233	29	72	43	27	218	81
ENSMUSG00000070462	9	38	41.407	21	34	21	1	41	18	32	37	26	56	19	6	13	10	56	27
ENSMUSG00000070464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070469	57	12	14	53	81	4	6	1	0	2	0	2	2	225.086	1	2	0	5	1
ENSMUSG00000070471	12	11	33	11	12	10	2	41	19	20	21	28	75.093	8	10	29	7	59	27
ENSMUSG00000070473	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070476	119	63	84	178	154	52	17	189	45	88	142	158	111	84	58	90	96	70	71
ENSMUSG00000070489	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000070490	1.062	0	1.112	1.086	0	1.057	0	0	2.599	1.104	1.111	0	3.542	0	1.062	0	0	0	0
ENSMUSG00000070493	78.711	54.796	73.313	99.006	131.016	43.077	14.687	159.624	45.569	82.857	101.618	80.845	95.159	115.711	45.454	52.573	57.614	100.248	91.383
ENSMUSG00000070495	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070498	520	573	864	644	779.809	767	195	900	326	567	818	689	466	895	547	916	396	360	555
ENSMUSG00000070501	45.648	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2
ENSMUSG00000070504	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070509	341.588	46	63	313	372.816	63	28	48	7	36.003	28	37	17	335	29	71	21	8	16
ENSMUSG00000070520	48	194	154	131	80	201	119	245	114	173	195	181	258	45	138	251	108	250	208
ENSMUSG00000070522	15.087	23.713	21.149	20.226	0	8.959	4.382	26.998	10.356	15.243	4.614	6.788	3.896	13.392	11.855	10.839	6.69	0	26.927
ENSMUSG00000070524	0	0	2	1	1	0	0	2	0	1	0	0	1	1	1	2	0	0	0
ENSMUSG00000070526	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070527	9	4	1	2	2	0	0	0	0	1	2	0	0	2	0	1	0	1	0
ENSMUSG00000070529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070531	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070532	31.24	4	0	23.249	24.022	1	0	2	0	2	0	0	0	60.325	2	3	0	0	0
ENSMUSG00000070533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070544	468	394	665.089	532	749.993	495	194	826	266.001	564	587.526	608.999	706.633	554	263.999	558	348.999	527	595.001
ENSMUSG00000070546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070547	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070550	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070564	1	11	15	0	13.889	14.974	4	29.654	7.565	20.869	25.811	33.188	9.653	10.714	8.6	16.795	11	4	8
ENSMUSG00000070565	312.001	774.373	1024	742	818.999	1095	414.001	1518.816	444.999	928	1358.002	1287.001	2035.666	487.451	684.292	1293.894	666.788	2105.999	1583.243
ENSMUSG00000070568	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0
ENSMUSG00000070570	125	952.97	878.999	320	468	774	320	880.292	369	609	705.999	865.936	300.471	240.001	448	917	538	123.283	406
ENSMUSG00000070572	0	2	0	0	7.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070574	5	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000070576	28	53	71	72	83	76	22	63	20	50	38.065	80	163	27.04	69	50	74	243.717	79
ENSMUSG00000070577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070583	44	16	31	56	32	30	11	47	5	29	24	32	23	35	4	23	22	24	12
ENSMUSG00000070594	1.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070601	12.071	250.22	234.575	35.577	51.222	237.954	90.938	332.854	100.66	237.677	367.004	330.628	156.762	15.145	188.58	387.901	164.954	66.343	267.88
ENSMUSG00000070604	9	38	15	27	18.543	10	2.142	8	4	6	8	6	3	10	1	4	1	4	8
ENSMUSG00000070605	56.03	16.364	38.109	57.994	34.428	36.77	7.464	17.375	12.406	25.823	18.922	23.299	9.29	18.367	36.051	13.574	14.623	17.256	13.335
ENSMUSG00000070606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070610	0	0	0	0	0	1.021	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070637	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000070639	616	273	681	760.258	1133	487.537	167.717	1115	251	542	803	781.647	429.839	739.707	234.073	694	484	195	430.793
ENSMUSG00000070641	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000070643	21	7	12	30	54	1	0	1	2	6	5	5	4	54	0	11	2	4	2
ENSMUSG00000070644	1	11	43	21	11	59	10	27	9	28	26	44	11	12	19	49	27	22	13
ENSMUSG00000070645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070667	0	0	1	0	0	0	0	0	0	1.22	0	0	0	0	0	0	0	0	0
ENSMUSG00000070677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070683	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070687	0	0	8	4	1	4	0	14	0	6	4	3	6	4	6	0	11	1	0
ENSMUSG00000070690	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSMUSG00000070691	50	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSMUSG00000070692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000070695	96	322.336	476.454	347	258	605	170	642	222.802	505	687.998	755.098	338.003	32.028	304	706.9	376.005	187.994	501.693
ENSMUSG00000070697	94	56	78	66	125	38	10	78	97	83	51	69	482	82	5	41	30	277.311	175
ENSMUSG00000070699	14	14	37	23	47.999	19	14	39	14	23	29	14	22	27	27	23	22	23	12
ENSMUSG00000070702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070705	13	6	20	12	20	4	4	23	1	20	27	16	66	12	18	7	15	42	26
ENSMUSG00000070708	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000070709	145.795	106.26	173.34	209.349	262.411	142.982	33.525	226.712	86.298	146.906	239.294	175.584	123.758	233.778	124.809	174.923	86.354	58.126	110.839
