gene_name	gene_biotype
ENSG00000168032	ENTPD3	protein_coding
ENSG00000168036	CTNNB1	protein_coding
ENSG00000168038	ULK4	protein_coding
ENSG00000168040	FADD	protein_coding
ENSG00000168056	LTBP3	protein_coding
ENSG00000168060	NAALADL1	protein_coding
ENSG00000168061	SAC3D1	protein_coding
ENSG00000168062	BATF2	protein_coding
ENSG00000168065	SLC22A11	protein_coding
ENSG00000168066	SF1	protein_coding
ENSG00000168067	MAP4K2	protein_coding
ENSG00000168071	CCDC88B	protein_coding
ENSG00000168078	PBK	protein_coding
ENSG00000168079	SCARA5	protein_coding
ENSG00000168081	PNOC	protein_coding
ENSG00000168090	COPS6	protein_coding
ENSG00000168092	PAFAH1B2	protein_coding
ENSG00000168096	ANKS3	protein_coding
ENSG00000168101	NUDT16L1	protein_coding
ENSG00000168116	KIAA1586	protein_coding
ENSG00000168118	RAB4A	protein_coding
ENSG00000168124	OR1F1	protein_coding
ENSG00000168137	SETD5	protein_coding
ENSG00000168140	VASN	protein_coding
ENSG00000168152	THAP9	protein_coding
ENSG00000168159	RNF187	protein_coding
ENSG00000168172	HOOK3	protein_coding
ENSG00000168175	MAPK1IP1L	protein_coding
ENSG00000168209	DDIT4	protein_coding
ENSG00000168214	RBPJ	protein_coding
ENSG00000168216	LMBRD1	protein_coding
ENSG00000168228	ZCCHC4	protein_coding
ENSG00000168229	PTGDR	protein_coding
ENSG00000168234	TTC39C	protein_coding
ENSG00000168237	GLYCTK	protein_coding
ENSG00000168243	GNG4	protein_coding
ENSG00000168246	UBTD2	protein_coding
ENSG00000168255	POLR2J3	protein_coding
ENSG00000168256	NKIRAS2	protein_coding
ENSG00000168259	DNAJC7	protein_coding
ENSG00000168264	IRF2BP2	protein_coding
ENSG00000168268	NT5DC2	protein_coding
ENSG00000168273	SMIM4	protein_coding
ENSG00000168275	COA6	protein_coding
ENSG00000168280	KIF5C	protein_coding
ENSG00000168282	MGAT2	protein_coding
ENSG00000168283	BMI1	protein_coding
ENSG00000168286	THAP11	protein_coding
ENSG00000168288	MMADHC	protein_coding
ENSG00000168291	PDHB	protein_coding
ENSG00000168297	PXK	protein_coding
ENSG00000168298	HIST1H1E	protein_coding
ENSG00000168300	PCMTD1	protein_coding
ENSG00000168301	KCTD6	protein_coding
ENSG00000168303	MPLKIP	protein_coding
ENSG00000168306	ACOX2	protein_coding
ENSG00000168310	IRF2	protein_coding
ENSG00000168314	MOBP	protein_coding
ENSG00000168329	CX3CR1	protein_coding
ENSG00000168334	XIRP1	protein_coding
ENSG00000168350	DEGS2	protein_coding
ENSG00000168356	SCN11A	protein_coding
ENSG00000168374	ARF4	protein_coding
ENSG00000168385	SEPT2	protein_coding
ENSG00000168386	FILIP1L	protein_coding
ENSG00000168389	MFSD2A	protein_coding
ENSG00000168393	DTYMK	protein_coding
ENSG00000168394	TAP1	protein_coding
ENSG00000168395	ING5	protein_coding
ENSG00000168397	ATG4B	protein_coding
ENSG00000168398	BDKRB2	protein_coding
ENSG00000168404	MLKL	protein_coding
ENSG00000168405	CMAHP	transcribed_unitary_pseudogene
ENSG00000168411	RFWD3	protein_coding
ENSG00000168418	KCNG4	protein_coding
ENSG00000168421	RHOH	protein_coding
ENSG00000168427	KLHL30	protein_coding
ENSG00000168434	COG7	protein_coding
ENSG00000168438	CDC40	protein_coding
ENSG00000168439	STIP1	protein_coding
ENSG00000168447	SCNN1B	protein_coding
ENSG00000168453	HR	protein_coding
ENSG00000168461	RAB31	protein_coding
ENSG00000168476	REEP4	protein_coding
ENSG00000168477	TNXB	protein_coding
ENSG00000168484	SFTPC	protein_coding
ENSG00000168487	BMP1	protein_coding
ENSG00000168488	ATXN2L	protein_coding
ENSG00000168495	POLR3D	protein_coding
ENSG00000168496	FEN1	protein_coding
ENSG00000168497	CAVIN2	protein_coding
ENSG00000168502	MTCL1	protein_coding
ENSG00000168517	HEXIM2	protein_coding
ENSG00000168522	FNTA	protein_coding
ENSG00000168528	SERINC2	protein_coding
ENSG00000168538	TRAPPC11	protein_coding
ENSG00000168542	COL3A1	protein_coding
ENSG00000168546	GFRA2	protein_coding
ENSG00000168556	ING2	protein_coding
ENSG00000168564	CDKN2AIP	protein_coding
ENSG00000168566	SNRNP48	protein_coding
ENSG00000168569	TMEM223	protein_coding
ENSG00000168575	SLC20A2	protein_coding
ENSG00000168589	DYNLRB2	protein_coding
ENSG00000168591	TMUB2	protein_coding
ENSG00000168594	ADAM29	protein_coding
ENSG00000168610	STAT3	protein_coding
ENSG00000168612	ZSWIM1	protein_coding
ENSG00000168615	ADAM9	protein_coding
ENSG00000168646	AXIN2	protein_coding
ENSG00000168653	NDUFS5	protein_coding
ENSG00000168661	ZNF30	protein_coding
ENSG00000168672	FAM84B	protein_coding
ENSG00000168675	LDLRAD4	protein_coding
ENSG00000168676	KCTD19	protein_coding
ENSG00000168679	SLC16A4	protein_coding
ENSG00000168685	IL7R	protein_coding
ENSG00000168701	TMEM208	protein_coding
ENSG00000168703	WFDC12	protein_coding
ENSG00000168710	AHCYL1	protein_coding
ENSG00000168724	DNAJC21	protein_coding
ENSG00000168734	PKIG	protein_coding
ENSG00000168754	FAM178B	protein_coding
ENSG00000168758	SEMA4C	protein_coding
ENSG00000168763	CNNM3	protein_coding
ENSG00000168765	GSTM4	protein_coding
ENSG00000168769	TET2	protein_coding
ENSG00000168778	TCTN2	protein_coding
ENSG00000168781	PPIP5K1	protein_coding
ENSG00000168785	TSPAN5	protein_coding
ENSG00000168792	ABHD15	protein_coding
ENSG00000168795	ZBTB5	protein_coding
ENSG00000168802	CHTF8	protein_coding
ENSG00000168803	ADAL	protein_coding
ENSG00000168806	LCMT2	protein_coding
ENSG00000168807	SNTB2	protein_coding
ENSG00000168811	IL12A	protein_coding
ENSG00000168813	ZNF507	protein_coding
ENSG00000168818	STX18	protein_coding
ENSG00000168824	NSG1	protein_coding
ENSG00000168826	ZBTB49	protein_coding
ENSG00000168827	GFM1	protein_coding
ENSG00000168852	TPTE2P5	transcribed_unprocessed_pseudogene
ENSG00000168872	DDX19A	protein_coding
ENSG00000168874	ATOH8	protein_coding
ENSG00000168876	ANKRD49	protein_coding
ENSG00000168878	SFTPB	protein_coding
ENSG00000168883	USP39	protein_coding
ENSG00000168884	TNIP2	protein_coding
ENSG00000168887	C2orf68	protein_coding
ENSG00000168890	TMEM150A	protein_coding
ENSG00000168894	RNF181	protein_coding
ENSG00000168899	VAMP5	protein_coding
ENSG00000168904	LRRC28	protein_coding
ENSG00000168906	MAT2A	protein_coding
ENSG00000168907	PLA2G4F	protein_coding
ENSG00000168913	ENHO	protein_coding
ENSG00000168916	ZNF608	protein_coding
ENSG00000168917	SLC35G2	protein_coding
ENSG00000168918	INPP5D	protein_coding
ENSG00000168924	LETM1	protein_coding
ENSG00000168936	TMEM129	protein_coding
ENSG00000168938	PPIC	protein_coding
ENSG00000168939	SPRY3	protein_coding
ENSG00000168944	CEP120	protein_coding
ENSG00000168952	STXBP6	protein_coding
ENSG00000168958	MFF	protein_coding
ENSG00000168961	LGALS9	protein_coding
ENSG00000168970	JMJD7-PLA2G4B	protein_coding
ENSG00000168993	CPLX1	protein_coding
ENSG00000168994	PXDC1	protein_coding
ENSG00000168995	SIGLEC7	protein_coding
ENSG00000169016	E2F6	protein_coding
ENSG00000169018	FEM1B	protein_coding
ENSG00000169019	COMMD8	protein_coding
ENSG00000169020	ATP5ME	protein_coding
ENSG00000169021	UQCRFS1	protein_coding
ENSG00000169026	SLC49A3	protein_coding
ENSG00000169031	COL4A3	protein_coding
ENSG00000169032	MAP2K1	protein_coding
ENSG00000169035	KLK7	protein_coding
ENSG00000169045	HNRNPH1	protein_coding
ENSG00000169047	IRS1	protein_coding
ENSG00000169057	MECP2	protein_coding
ENSG00000169062	UPF3A	protein_coding
ENSG00000169083	AR	protein_coding
ENSG00000169084	DHRSX	protein_coding
ENSG00000169085	C8orf46	protein_coding
ENSG00000169087	HSPBAP1	protein_coding
ENSG00000169093	ASMTL	protein_coding
ENSG00000169100	SLC25A6	protein_coding
ENSG00000169105	CHST14	protein_coding
ENSG00000169116	PARM1	protein_coding
ENSG00000169118	CSNK1G1	protein_coding
ENSG00000169122	FAM110B	protein_coding
ENSG00000169129	AFAP1L2	protein_coding
ENSG00000169131	ZNF354A	protein_coding
ENSG00000169136	ATF5	protein_coding
ENSG00000169139	UBE2V2	protein_coding
ENSG00000169155	ZBTB43	protein_coding
ENSG00000169169	CPT1C	protein_coding
ENSG00000169180	XPO6	protein_coding
ENSG00000169181	GSG1L	protein_coding
ENSG00000169184	MN1	protein_coding
ENSG00000169188	APEX2	protein_coding
ENSG00000169189	NSMCE1	protein_coding
ENSG00000169193	CCDC126	protein_coding
ENSG00000169194	IL13	protein_coding
ENSG00000169203	NPIPB12	protein_coding
ENSG00000169208	OR10G3	protein_coding
ENSG00000169213	RAB3B	protein_coding
ENSG00000169217	CD2BP2	protein_coding
ENSG00000169220	RGS14	protein_coding
ENSG00000169221	TBC1D10B	protein_coding
ENSG00000169223	LMAN2	protein_coding
ENSG00000169224	GCSAML	protein_coding
ENSG00000169228	RAB24	protein_coding
ENSG00000169230	PRELID1	protein_coding
ENSG00000169231	THBS3	protein_coding
ENSG00000169239	CA5B	protein_coding
ENSG00000169241	SLC50A1	protein_coding
ENSG00000169242	EFNA1	protein_coding
ENSG00000169245	CXCL10	protein_coding
ENSG00000169246	NPIPB3	protein_coding
ENSG00000169247	SH3TC2	protein_coding
ENSG00000169248	CXCL11	protein_coding
ENSG00000169249	ZRSR2	protein_coding
ENSG00000169251	NMD3	protein_coding
ENSG00000169252	ADRB2	protein_coding
ENSG00000169255	B3GALNT1	protein_coding
ENSG00000169258	GPRIN1	protein_coding
ENSG00000169282	KCNAB1	protein_coding
ENSG00000169288	MRPL1	protein_coding
ENSG00000169291	SHE	protein_coding
ENSG00000169299	PGM2	protein_coding
ENSG00000169313	P2RY12	protein_coding
ENSG00000169314	C22orf15	protein_coding
ENSG00000169327	OR5AU1	protein_coding
ENSG00000169330	KIAA1024	protein_coding
ENSG00000169359	SLC33A1	protein_coding
ENSG00000169371	SNUPN	protein_coding
ENSG00000169372	CRADD	protein_coding
ENSG00000169375	SIN3A	protein_coding
ENSG00000169379	ARL13B	protein_coding
ENSG00000169385	RNASE2	protein_coding
ENSG00000169397	RNASE3	protein_coding
ENSG00000169398	PTK2	protein_coding
ENSG00000169403	PTAFR	protein_coding
ENSG00000169410	PTPN9	protein_coding
ENSG00000169413	RNASE6	protein_coding
ENSG00000169418	NPR1	protein_coding
ENSG00000169429	CXCL8	protein_coding
ENSG00000169432	SCN9A	protein_coding
ENSG00000169435	RASSF6	protein_coding
ENSG00000169436	COL22A1	protein_coding
ENSG00000169439	SDC2	protein_coding
ENSG00000169442	CD52	protein_coding
ENSG00000169446	MMGT1	protein_coding
ENSG00000169490	TM2D2	protein_coding
ENSG00000169495	HTRA4	protein_coding
ENSG00000169499	PLEKHA2	protein_coding
ENSG00000169504	CLIC4	protein_coding
ENSG00000169508	GPR183	protein_coding
ENSG00000169515	CCDC8	protein_coding
ENSG00000169519	METTL15	protein_coding
ENSG00000169550	MUC15	protein_coding
ENSG00000169554	ZEB2	protein_coding
ENSG00000169564	PCBP1	protein_coding
ENSG00000169567	HINT1	protein_coding
ENSG00000169570	DTWD2	protein_coding
ENSG00000169583	CLIC3	protein_coding
ENSG00000169592	INO80E	protein_coding
ENSG00000169598	DFFB	protein_coding
ENSG00000169599	NFU1	protein_coding
ENSG00000169604	ANTXR1	protein_coding
ENSG00000169607	CKAP2L	protein_coding
ENSG00000169609	C15orf40	protein_coding
ENSG00000169612	FAM103A1	protein_coding
ENSG00000169621	APLF	protein_coding
ENSG00000169627	BOLA2B	protein_coding
ENSG00000169629	RGPD8	protein_coding
ENSG00000169635	HIC2	protein_coding
ENSG00000169641	LUZP1	protein_coding
ENSG00000169660	HEXDC	protein_coding
ENSG00000169668	BCRP2	transcribed_unprocessed_pseudogene
ENSG00000169679	BUB1	protein_coding
ENSG00000169682	SPNS1	protein_coding
ENSG00000169683	LRRC45	protein_coding
ENSG00000169684	CHRNA5	protein_coding
ENSG00000169689	CENPX	protein_coding
ENSG00000169692	AGPAT2	protein_coding
ENSG00000169696	ASPSCR1	protein_coding
ENSG00000169710	FASN	protein_coding
ENSG00000169714	CNBP	protein_coding
ENSG00000169715	MT1E	protein_coding
ENSG00000169718	DUS1L	protein_coding
ENSG00000169727	GPS1	protein_coding
ENSG00000169733	RFNG	protein_coding
ENSG00000169738	DCXR	protein_coding
ENSG00000169740	ZNF32	protein_coding
ENSG00000169750	RAC3	protein_coding
ENSG00000169752	NRG4	protein_coding
ENSG00000169756	LIMS1	protein_coding
ENSG00000169758	TMEM266	protein_coding
ENSG00000169762	TAPT1	protein_coding
ENSG00000169764	UGP2	protein_coding
ENSG00000169813	HNRNPF	protein_coding
ENSG00000169814	BTD	protein_coding
ENSG00000169826	CSGALNACT2	protein_coding
ENSG00000169855	ROBO1	protein_coding
ENSG00000169857	AVEN	protein_coding
ENSG00000169860	P2RY1	protein_coding
ENSG00000169862	CTNND2	protein_coding
ENSG00000169871	TRIM56	protein_coding
ENSG00000169876	MUC17	protein_coding
ENSG00000169884	WNT10B	protein_coding
ENSG00000169891	REPS2	protein_coding
ENSG00000169894	MUC3A	protein_coding
ENSG00000169895	SYAP1	protein_coding
ENSG00000169896	ITGAM	protein_coding
ENSG00000169902	TPST1	protein_coding
ENSG00000169905	TOR1AIP2	protein_coding
ENSG00000169908	TM4SF1	protein_coding
ENSG00000169914	OTUD3	protein_coding
ENSG00000169918	OTUD7A	protein_coding
ENSG00000169919	GUSB	protein_coding
ENSG00000169925	BRD3	protein_coding
ENSG00000169926	KLF13	protein_coding
ENSG00000169946	ZFPM2	protein_coding
ENSG00000169951	ZNF764	protein_coding
ENSG00000169955	ZNF747	protein_coding
ENSG00000169957	ZNF768	protein_coding
ENSG00000169962	TAS1R3	protein_coding
ENSG00000169964	TMEM42	protein_coding
ENSG00000169967	MAP3K2	protein_coding
ENSG00000169972	PUSL1	protein_coding
ENSG00000169976	SF3B5	protein_coding
ENSG00000169981	ZNF35	protein_coding
ENSG00000169989	TIGD4	protein_coding
ENSG00000169991	IFFO2	protein_coding
ENSG00000169992	NLGN2	protein_coding
ENSG00000169994	MYO7B	protein_coding
ENSG00000170004	CHD3	protein_coding
ENSG00000170006	TMEM154	protein_coding
ENSG00000170011	MYRIP	protein_coding
ENSG00000170017	ALCAM	protein_coding
ENSG00000170027	YWHAG	protein_coding
ENSG00000170035	UBE2E3	protein_coding
ENSG00000170037	CNTROB	protein_coding
ENSG00000170043	TRAPPC1	protein_coding
ENSG00000170049	KCNAB3	protein_coding
ENSG00000170074	FAM153A	protein_coding
ENSG00000170075	GPR37L1	protein_coding
ENSG00000170085	SIMC1	protein_coding
ENSG00000170088	TMEM192	protein_coding
ENSG00000170089	AC106795.1	transcribed_unprocessed_pseudogene
ENSG00000170091	NSG2	protein_coding
ENSG00000170092	SPDYE5	protein_coding
ENSG00000170100	ZNF778	protein_coding
ENSG00000170113	NIPA1	protein_coding
ENSG00000170128	GPR25	protein_coding
ENSG00000170142	UBE2E1	protein_coding
ENSG00000170144	HNRNPA3	protein_coding
ENSG00000170145	SIK2	protein_coding
ENSG00000170153	RNF150	protein_coding
ENSG00000170160	CCDC144A	protein_coding
ENSG00000170161	AL512625.1	lincRNA
ENSG00000170175	CHRNB1	protein_coding
ENSG00000170180	GYPA	protein_coding
ENSG00000170185	USP38	protein_coding
ENSG00000170190	SLC16A5	protein_coding
ENSG00000170191	NANP	protein_coding
ENSG00000170209	ANKK1	protein_coding
ENSG00000170222	ADPRM	protein_coding
ENSG00000170234	PWWP2A	protein_coding
ENSG00000170236	USP50	protein_coding
ENSG00000170242	USP47	protein_coding
ENSG00000170248	PDCD6IP	protein_coding
ENSG00000170260	ZNF212	protein_coding
ENSG00000170264	FAM161A	protein_coding
ENSG00000170265	ZNF282	protein_coding
ENSG00000170266	GLB1	protein_coding
ENSG00000170270	GON7	protein_coding
ENSG00000170271	FAXDC2	protein_coding
ENSG00000170275	CRTAP	protein_coding
ENSG00000170291	ELP5	protein_coding
ENSG00000170293	CMTM8	protein_coding
ENSG00000170296	GABARAP	protein_coding
ENSG00000170298	LGALS9B	protein_coding
ENSG00000170310	STX8	protein_coding
ENSG00000170312	CDK1	protein_coding
ENSG00000170315	UBB	protein_coding
ENSG00000170322	NFRKB	protein_coding
ENSG00000170323	FABP4	protein_coding
ENSG00000170325	PRDM10	protein_coding
ENSG00000170340	B3GNT2	protein_coding
ENSG00000170345	FOS	protein_coding
ENSG00000170348	TMED10	protein_coding
ENSG00000170356	OR2A20P	transcribed_unprocessed_pseudogene
ENSG00000170364	SETMAR	protein_coding
ENSG00000170365	SMAD1	protein_coding
ENSG00000170370	EMX2	protein_coding
ENSG00000170379	TCAF2	protein_coding
ENSG00000170382	LRRN2	protein_coding
ENSG00000170385	SLC30A1	protein_coding
ENSG00000170390	DCLK2	protein_coding
ENSG00000170396	ZNF804A	protein_coding
ENSG00000170409	AC091390.1	unprocessed_pseudogene
ENSG00000170412	GPRC5C	protein_coding
ENSG00000170417	TMEM182	protein_coding
ENSG00000170421	KRT8	protein_coding
ENSG00000170425	ADORA2B	protein_coding
ENSG00000170430	MGMT	protein_coding
ENSG00000170439	METTL7B	protein_coding
ENSG00000170442	KRT86	protein_coding
ENSG00000170445	HARS	protein_coding
ENSG00000170448	NFXL1	protein_coding
ENSG00000170456	DENND5B	protein_coding
ENSG00000170458	CD14	protein_coding
ENSG00000170464	DNAJC18	protein_coding
ENSG00000170468	RIOX1	protein_coding
ENSG00000170469	SPATA24	protein_coding
ENSG00000170471	RALGAPB	protein_coding
ENSG00000170473	PYM1	protein_coding
ENSG00000170476	MZB1	protein_coding
ENSG00000170482	SLC23A1	protein_coding
ENSG00000170484	KRT74	protein_coding
ENSG00000170485	NPAS2	protein_coding
ENSG00000170486	KRT72	protein_coding
ENSG00000170500	LONRF2	protein_coding
ENSG00000170502	NUDT9	protein_coding
ENSG00000170509	HSD17B13	protein_coding
ENSG00000170515	PA2G4	protein_coding
ENSG00000170522	ELOVL6	protein_coding
ENSG00000170525	PFKFB3	protein_coding
ENSG00000170537	TMC7	protein_coding
ENSG00000170540	ARL6IP1	protein_coding
ENSG00000170542	SERPINB9	protein_coding
ENSG00000170545	SMAGP	protein_coding
ENSG00000170561	IRX2	protein_coding
ENSG00000170571	EMB	protein_coding
ENSG00000170579	DLGAP1	protein_coding
ENSG00000170581	STAT2	protein_coding
ENSG00000170584	NUDCD2	protein_coding
ENSG00000170604	IRF2BP1	protein_coding
ENSG00000170606	HSPA4	protein_coding
ENSG00000170608	FOXA3	protein_coding
ENSG00000170619	COMMD5	protein_coding
ENSG00000170627	GTSF1	protein_coding
ENSG00000170629	DPY19L2P2	transcribed_unprocessed_pseudogene
ENSG00000170631	ZNF16	protein_coding
ENSG00000170632	ARMC10	protein_coding
ENSG00000170633	RNF34	protein_coding
ENSG00000170634	ACYP2	protein_coding
ENSG00000170638	TRABD	protein_coding
ENSG00000170653	ATF7	protein_coding
ENSG00000170667	RASA4B	protein_coding
ENSG00000170677	SOCS6	protein_coding
ENSG00000170681	CAVIN4	protein_coding
ENSG00000170683	OR10A3	protein_coding
ENSG00000170684	ZNF296	protein_coding
ENSG00000170689	HOXB9	protein_coding
ENSG00000170703	TTLL6	protein_coding
ENSG00000170734	POLH	protein_coding
ENSG00000170759	KIF5B	protein_coding
ENSG00000170776	AKAP13	protein_coding
ENSG00000170779	CDCA4	protein_coding
ENSG00000170790	OR10A2	protein_coding
ENSG00000170791	CHCHD7	protein_coding
ENSG00000170801	HTRA3	protein_coding
ENSG00000170802	FOXN2	protein_coding
ENSG00000170819	BFSP2	protein_coding
ENSG00000170832	USP32	protein_coding
ENSG00000170835	CEL	protein_coding
ENSG00000170836	PPM1D	protein_coding
ENSG00000170837	GPR27	protein_coding
ENSG00000170846	AC093323.1	protein_coding
ENSG00000170852	KBTBD2	protein_coding
ENSG00000170854	RIOX2	protein_coding
ENSG00000170855	TRIAP1	protein_coding
ENSG00000170860	LSM3	protein_coding
ENSG00000170871	KIAA0232	protein_coding
ENSG00000170873	MTSS1	protein_coding
ENSG00000170876	TMEM43	protein_coding
ENSG00000170881	RNF139	protein_coding
ENSG00000170889	RPS9	protein_coding
ENSG00000170892	TSEN34	protein_coding
ENSG00000170893	TRH	protein_coding
ENSG00000170899	GSTA4	protein_coding
ENSG00000170903	MSANTD4	protein_coding
ENSG00000170906	NDUFA3	protein_coding
ENSG00000170909	OSCAR	protein_coding
ENSG00000170915	PAQR8	protein_coding
ENSG00000170917	NUDT6	protein_coding
ENSG00000170919	TPT1-AS1	processed_transcript
ENSG00000170921	TANC2	protein_coding
ENSG00000170923	OR7G2	protein_coding
ENSG00000170929	OR1M1	protein_coding
ENSG00000170946	DNAJC24	protein_coding
ENSG00000170949	ZNF160	protein_coding
ENSG00000170954	ZNF415	protein_coding
ENSG00000170955	CAVIN3	protein_coding
ENSG00000170956	CEACAM3	protein_coding
ENSG00000170959	DCDC1	protein_coding
ENSG00000170962	PDGFD	protein_coding
ENSG00000170989	S1PR1	protein_coding
ENSG00000171004	HS6ST2	protein_coding
ENSG00000171016	PYGO1	protein_coding
ENSG00000171017	LRRC8E	protein_coding
ENSG00000171033	PKIA	protein_coding
ENSG00000171044	XKR6	protein_coding
ENSG00000171045	TSNARE1	protein_coding
ENSG00000171049	FPR2	protein_coding
ENSG00000171051	FPR1	protein_coding
ENSG00000171055	FEZ2	protein_coding
ENSG00000171056	SOX7	protein_coding
ENSG00000171067	C11orf24	protein_coding
ENSG00000171084	FAM86JP	transcribed_unprocessed_pseudogene
ENSG00000171094	ALK	protein_coding
ENSG00000171097	KYAT1	protein_coding
ENSG00000171100	MTM1	protein_coding
ENSG00000171101	SIGLEC17P	transcribed_unprocessed_pseudogene
ENSG00000171103	TRMT61B	protein_coding
ENSG00000171105	INSR	protein_coding
ENSG00000171109	MFN1	protein_coding
ENSG00000171115	GIMAP8	protein_coding
ENSG00000171119	NRTN	protein_coding
ENSG00000171121	KCNMB3	protein_coding
ENSG00000171124	FUT3	protein_coding
ENSG00000171126	KCNG3	protein_coding
