	IVMTrt_A_1	IVMTrt_A_2	IVMTrt_A_3	IVMTrt_N_1	IVMTrt_N_2	IVMTrt_N_3	IVMctrl_N_1	IVMctrl_N_2	IVMctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000088304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088308	0	0	2	1	0	1	0	0	1	1	0	1	2	0	0
ENSMUSG00000088310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088311	0	0	0	0	1	0	0	2	1	0	1	1	0	0	0
ENSMUSG00000088312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088318	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000088320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088323	0	0	0	0	0	1.576	0	0	0	2.722	0	0	0	0	0
ENSMUSG00000088325	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000088329	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
ENSMUSG00000088332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088352	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000088358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088363	0	0	0	0	0	0	0	0.949	0	0	0	0	0	0	0
ENSMUSG00000088364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088372	0	0	6	1	0	0	0	0	0	3	0	2	0	0	0
ENSMUSG00000088373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088378	7.261	2	2	0	0	0	0	0	0	4.556	0	5.553	0	1	1
ENSMUSG00000088379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088391	0	2	1	0	0	0	1	0	0	0	0	1	0	0	1
ENSMUSG00000088392	2	6	0	11	2	0	8	3	5	0	6	4	4	1	5
ENSMUSG00000088394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088398	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000088402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000088414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088423	0	2	0	2	0	0	1	4	2	0	1	1	0	1	1
ENSMUSG00000088425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088437	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088464	2	4	2	1	4	3	1	3	1	1	3	0	1	1	1
ENSMUSG00000088465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088490	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000088491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088499	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000088501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088504	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000088505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088506	0	0	0	2	3	0	2	0	0	1	0	0	0	1	0
ENSMUSG00000088509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088512	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000088524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088528	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000088530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088541	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088577	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000088578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088622	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088623	0	3	1	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000088625	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000088626	0	1	1	1	3	0	0	0	4	1	1	3	0	2	1
ENSMUSG00000088627	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000088628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088633	2	2	1	0	3	3	1	3	4	2	2	3	1	1	1
ENSMUSG00000088634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088668	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000088669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088685	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
ENSMUSG00000088687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088695	5	4	1	6	3	0	2	2	1	5	0	5	0	3	0
ENSMUSG00000088696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088708	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000088712	2	0	0	0	1	0	0	0	1	0	0	3	0	0	0
ENSMUSG00000088715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088761	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000088764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088776	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088793	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000088796	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088829	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088835	101.231	101.77	227.292	66.64	213.348	108.991	27.932	206.326	21.955	23.45	31.988	55.579	33.893	45.316	66.179
ENSMUSG00000088836	0	0	0	2	0	1	1	1	3	2	0	0	0	0	0
ENSMUSG00000088839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088843	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0
ENSMUSG00000088846	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088850	0	0	0	0	1	1	0	3	1	5	0	1	4	2	0
ENSMUSG00000088851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088853	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000088854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088857	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088875	1	0	0	0	2	3	0	3	1	2	0	6	1	1	0
ENSMUSG00000088876	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
ENSMUSG00000088877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088891	0	0	0	3	2	2	0	2	0	1	0	0	1	2	1
ENSMUSG00000088894	2	1	2	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000088895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000088911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088942	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ENSMUSG00000088944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088948	1.315	1	0	0	0	0	0	0	1.063	0	0	0	0	0	0
ENSMUSG00000088951	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088958	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000088959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088961	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088969	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088982	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088984	0	6	0	0	0	0	0	0	1	1	0	0	0	1	0
ENSMUSG00000088985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088990	4	3	0	1	3	4	2	3	5	2	2	2	0	1	3
ENSMUSG00000088992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089011	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000089014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089024	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000089025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089026	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089027	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089033	2	0	0	3	2	0	5	2	0	1	0	2	1	0	2
ENSMUSG00000089034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089036	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000089037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089045	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0
ENSMUSG00000089046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
